TweetId,TweetDate,TweetText,UserId
125501576952553472,Sun Oct 16 09:21:22 +0000 2011,using awsome ipad love love macbook ipod amazing love @apple,410512524
125501281753251840,Sun Oct 16 09:20:11 +0000 2011,@apple ios 5 upgrade  feature feature required,440783370
125495491701125120,Sun Oct 16 08:57:11 +0000 2011,new ios 5 update iloveyou @apple,488567141
125459338524499969,Sun Oct 16 06:33:31 +0000 2011,finally iphone 4s @apple stupid @att learned lesson,463438574
125455260801179648,Sun Oct 16 06:17:19 +0000 2011,i absolutely love iphone 4s steve @apple,305184008
125423290767507456,Sun Oct 16 04:10:17 +0000 2011,@apple - invented product brother parents amazing #siri #ipod4s,508037430
125416879035658240,Sun Oct 16 03:44:48 +0000 2011,dammit listening siri making upgrade played @apple,463438574
125407532893224962,Sun Oct 16 03:07:40 +0000 2011,create folders photo album #ios5 finally @apple thorn #newfeature,396799078
125402636764712960,Sun Oct 16 02:48:13 +0000 2011,video card @kimaris workstation died months long @hp @apple,469434364
125402412147146752,Sun Oct 16 02:47:19 +0000 2011,@blackberry & @facebook throw @blackberry trash @apple iphone @facebook upload issues,519634781
125393816470568961,Sun Oct 16 02:13:10 +0000 2011,#ios5 update submitted @apple support,412210777
125356807626559488,Sat Oct 15 23:46:06 +0000 2011,awesome service @apple store pc chris,448838498
125343429289984000,Sat Oct 15 22:52:56 +0000 2011,rt @to1ne @apple fixing http//tco/wtj1ogdo,335977847
125338216411828224,Sat Oct 15 22:32:14 +0000 2011,i crazy #ios5  photo cropping @apple,321355017
125333598197911552,Sat Oct 15 22:13:53 +0000 2011,@apple fixing http//tco/wtj1ogdo,439654060
125330595302744064,Sat Oct 15 22:01:57 +0000 2011,hell contacts  @apple,302090489
125319163366473728,Sat Oct 15 21:16:31 +0000 2011,rt @sawyerhartman fu*king love @apple phone  siri = made,443653605
125313088160411649,Sat Oct 15 20:52:23 +0000 2011,@apple changed life,387128201
125309946723188736,Sat Oct 15 20:39:54 +0000 2011,mad props @apple employee charge replace plate iphone day,275679178
125281706327552001,Sat Oct 15 18:47:41 +0000 2011,@jonsibley @apple  mouse pretty sweet man,509888321
125279987254300672,Sat Oct 15 18:40:51 +0000 2011,the #iphone4s  amazing siri's voice recognition absolutely step previous attempts bravo @apple,322443111
125264731035537409,Sat Oct 15 17:40:13 +0000 2011,finally @apple iphone @sprint times,357545630
125256305647693825,Sat Oct 15 17:06:45 +0000 2011,#ios5 nice  @apple,508291396
125252188065902592,Sat Oct 15 16:50:23 +0000 2011,good support fm kevin @apple #bellevue store 4 biz customers ty,501253837
125243911538098176,Sat Oct 15 16:17:30 +0000 2011,just downloaded ios 5 expected #thankyou @apple,504913838
125238017299451905,Sat Oct 15 15:54:04 +0000 2011,@apple siri amazing love,381399543
125165176772247552,Sat Oct 15 11:04:38 +0000 2011,love love love ios 5 @apple,502518910
126418790706712576,Tue Oct 18 22:06:03 +0000 2011,rt @cjwallace03 @apple mb cap sms update 25mb storage tells inbox ,488567141
126417285559762944,Tue Oct 18 22:00:04 +0000 2011,rt @jewelz2611 @mashable @apple iphones 2 expensive w/ htc/galaxy customer loyalty w/phone comp,412210777
126416915664084992,Tue Oct 18 21:58:36 +0000 2011,@mashable @apple iphones 2 expensive w/ htc/galaxy customer loyalty w/phone comp,464158801
126416109212680192,Tue Oct 18 21:55:23 +0000 2011,this kill apple http//tco/72jw4z5c rip @apple,283374516
126411162622496768,Tue Oct 18 21:35:44 +0000 2011,@apple tunes iphone? iphone lonely silly #ios5,277023839
126410591949697024,Tue Oct 18 21:33:28 +0000 2011,@apple hurry release #itunesmatch,508291396
126409696553861121,Tue Oct 18 21:29:54 +0000 2011,why  #siri @apple,360963221
126408864387182593,Tue Oct 18 21:26:36 +0000 2011,i exchange cord apple store wait genius? @apple,270079459
126408052525105153,Tue Oct 18 21:23:22 +0000 2011,@apple airdrop #fail - declined request time,344271212
126407767132078082,Tue Oct 18 21:22:14 +0000 2011,good article @apple fucked lion future http//tco/zndp9vr6 #fb,519634781
126405405667627008,Tue Oct 18 21:12:51 +0000 2011,rt @radlerc yellowgate? iphone 4s users complain yellow tint screen http//tco/uaqrxtnk @apple @iphone4s,308487904
126405185630253056,Tue Oct 18 21:11:59 +0000 2011,yellowgate? iphone 4s users complain yellow tint screen http//tco/uaqrxtnk @apple @iphone4s,490384685
126405040809312256,Tue Oct 18 21:11:24 +0000 2011,the #iphone feature missing @apple contacts pictures contacts list simple 5 major updates miss,508291396
126400637930979329,Tue Oct 18 20:53:55 +0000 2011,asked siri dreams electric sleep disappointed snippy answer  missed opportunity @apple,336253549
126394680903614465,Tue Oct 18 20:30:14 +0000 2011,@paulens surprises @apple throws error alert authorizing authorize button,440783370
126393717421645825,Tue Oct 18 20:26:25 +0000 2011,@lisa_marie1987 shhhh evil sith lords @apple hear ha,292981659
126393204550537216,Tue Oct 18 20:24:22 +0000 2011,fuck @apple die fucking blaze inferno,503188484
126392402083708928,Tue Oct 18 20:21:11 +0000 2011,oh @apple steve iphoto perfect 'insanely great' fixed please,379412779
126391082308206593,Tue Oct 18 20:15:56 +0000 2011,omg @apple fuck delete music dicks,475765632
126389218284015616,Tue Oct 18 20:08:32 +0000 2011,@ryanbaldwin @apple itunes store -&gt authorise… auto-authorise sign itunes? grrrr,448838498
126388194194362369,Tue Oct 18 20:04:28 +0000 2011,seriously - absolutely offing clue @apple authorization it,357545630
126388023725268992,Tue Oct 18 20:03:47 +0000 2011,boy @apple harder purchased music cloud macbook pro? authorize computer…,453485383
126385036441296896,Tue Oct 18 19:51:55 +0000 2011,shit shit shit ios5 update ate apps data media @apple time rebuild,283374516
126382959711358976,Tue Oct 18 19:43:40 +0000 2011, @apple & @at&t 1 64gb iphone 4s la vegas fucking break,457450880
126382051661328385,Tue Oct 18 19:40:03 +0000 2011,love @apple downloads 4 hours i-pad wonky #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,275679178
126381519513194497,Tue Oct 18 19:37:56 +0000 2011,dear @apple air notbook update killed #wifi #bug #destroying #productivity,338812451
126380588822298625,Tue Oct 18 19:34:15 +0000 2011,i @att @apple 's profitering lack customer service fucking both,435129978
126380553464315904,Tue Oct 18 19:34:06 +0000 2011,it great @apple send phone #frustrated,366430327
126377298650861568,Tue Oct 18 19:21:10 +0000 2011,@apple ruining 3gs #ios5 turned phone utterly useless pile shit,345115504
126375381249966080,Tue Oct 18 19:13:33 +0000 2011,@rogerweir option  replacement iphone 4s ?not 2 duff iphones@o2 @iphone4s @apple,301742710
126372694118768640,Tue Oct 18 19:02:52 +0000 2011,so @apple mb cap sms update 25mb storage tells inbox 2001?,321355017
126372040696541184,Tue Oct 18 19:00:17 +0000 2011,you @apple week paid itunes match eta fix?,320745934
126363154837020672,Tue Oct 18 18:24:58 +0000 2011,removing @apple shit,435129978
126361483432038400,Tue Oct 18 18:18:19 +0000 2011,so @phoenixswinger 's iphone 4 hella hard time w/ ios5 update @apple,396799078
126358781633368064,Tue Oct 18 18:07:35 +0000 2011,what??? sucks @apple rt @phonedog_aaron interesting note - droid razr's battery removable,301742710
126358301393956866,Tue Oct 18 18:05:41 +0000 2011,@apple send iphone preordered 1hr launching cans send 5 10 jackasses shoot blend 'em,369019019
126358272084152320,Tue Oct 18 18:05:34 +0000 2011,gotta @apple itouch iphone shuffle sound quality awful painfully crap downgrade @sony sound quality wise,440783370
126357580741226496,Tue Oct 18 18:02:49 +0000 2011,@bisquiat @apple upgrade slows phone stuck time uch thankfully damage sucks ,440783370
126357227727626240,Tue Oct 18 18:01:25 +0000 2011,@mayati @apple job step steps upgrade icloud cost mightily,503188484
126354628999778305,Tue Oct 18 17:51:05 +0000 2011,hey @apple ios5 iphone include songs compilation albums artist's #whaddupwitdat,322443111
126351972948393984,Tue Oct 18 17:40:32 +0000 2011,@nickthefnicon send rcve txts apt @apple 4pmthen exclaims waited year phonelmao,479371665
126348169826148352,Tue Oct 18 17:25:25 +0000 2011,total chaos @apple store regent street ethiopian feeding station that cool shit,448838498
126344426854416385,Tue Oct 18 17:10:33 +0000 2011,@fishmama purchase wait @apple survey hate b/c bad #custserv,498802509
126343931117047808,Tue Oct 18 17:08:35 +0000 2011,correction @ buy kudos chris @ alamo ranch sa tx-fixed issues resolve 1/2 day w/ @att & @apple hero day,508037430
126343679785959424,Tue Oct 18 17:07:35 +0000 2011,@phxguy88 @apple @bgr ppl stand hrs newest model suckers,381639112
126343214805426176,Tue Oct 18 17:05:44 +0000 2011,would kill @apple braille type bump earbuds bud dark,362842768
126334597431697408,Tue Oct 18 16:31:29 +0000 2011,@apple wow @motorola crushed dreams,419556208
126331480233353216,Tue Oct 18 16:19:06 +0000 2011,rt @phxguy88 fuck @apple already?? ---&gt  iphone 5 schedule summer launch? http//tco/ofh9ptag @bgr,508291396
126331327271284736,Tue Oct 18 16:18:30 +0000 2011,oh fuck @apple already?? ---&gt  iphone 5 schedule summer launch? http//tco/ofh9ptag @bgr,381399543
126327808803880960,Tue Oct 18 16:04:31 +0000 2011,@apple wait thursday appointment 'genius' shit luck #now,362842768
126325125749542913,Tue Oct 18 15:53:51 +0000 2011,wtf?? @apple ios 5 push notifications newstand? siri yapping fuck,495540855
126324573384871936,Tue Oct 18 15:51:39 +0000 2011,@apple #ipad #ios5 messages icon included used?,488567141
126324389741473792,Tue Oct 18 15:50:56 +0000 2011,@steelo254 yea pre-order @apple #at&t,443836330
126324077513293824,Tue Oct 18 15:49:41 +0000 2011,interesting @apple requires reservation ?         #apple #iphone #4s      http//tco/zzk4ftii,435129978
126321169468100609,Tue Oct 18 15:38:08 +0000 2011,@apple iphone battery crappy #fail,277023839
126320033369563138,Tue Oct 18 15:33:37 +0000 2011,my @apple @macbook keyboard type ,357545630
126310645443461121,Tue Oct 18 14:56:19 +0000 2011,why @apple icloud sync stickies? progressed w/ apple why?  @gruber,440783370
126309616391950336,Tue Oct 18 14:52:13 +0000 2011,@apple save version function absolutely awful interrupting counter-intuitive piece crap world,338812451
126307071984545793,Tue Oct 18 14:42:07 +0000 2011,i hate @apple  3500 dollars drain,275679178
126302386644975616,Tue Oct 18 14:23:30 +0000 2011,@apple iphone charging slowly,498802509
126299379832336384,Tue Oct 18 14:11:33 +0000 2011,@apple #ios5 gm ipad1 slow wash beta7/8 solve problem ipad2,314985145
126297326565330944,Tue Oct 18 14:03:23 +0000 2011,@apple pick month day year setting calendar item iphone ios fixed yet?,519634781
126292335540699136,Tue Oct 18 13:43:33 +0000 2011,@apple itunes worst program great phone awful software,407240055
126286814578348032,Tue Oct 18 13:21:37 +0000 2011,one voice recognition @apple tech support work better,514859729
126283602571964416,Tue Oct 18 13:08:51 +0000 2011,@apple $319 repair ipad 2 apple lost $700 year android come,300676743
126281019476291585,Tue Oct 18 12:58:35 +0000 2011,@azee1v1 @apple @umber proper consolidation proper syncing losing purchased items checkboxes do,286281842
126280555980529664,Tue Oct 18 12:56:45 +0000 2011,@asimrang @apple @umber desktop app wack though,509554692
126279811151831042,Tue Oct 18 12:53:47 +0000 2011,i reservation wait humpt @apple @ apple store w/ 2 http//tco/jzmvbdnm,362842768
126258214412091392,Tue Oct 18 11:27:58 +0000 2011,frustrated bought macbook pro @apple doesnt ship media #expensivepaperweight,335977847
126257645282799616,Tue Oct 18 11:25:43 +0000 2011,dear @apple turn awesome featured enabled data plan handle 200 mb data #,508037430
